Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_900
ENSG00000167862.10	94.63%	95.45%	100.00%	100.00%	100.00%	na	94.63%	99.98%	100.00%	95.10%	91.05%	100.00%	100.00%	94.61%	94.63%	100.00%	94.54%	91.05%	94.63%	94.63%	100.00%	94.63%	94.43%	94.63%	100.00%	94.63%	94.63%	94.63%	94.63%	94.59%	94.61%	94.63%	94.63%	94.65%
ENSG00000167968.13	88.28%	88.13%	84.54%	83.66%	88.18%	na	82.00%	89.36%	88.20%	87.92%	84.54%	83.25%	85.94%	80.71%	88.99%	82.28%	87.92%	85.88%	83.95%	85.88%	88.89%	84.55%	84.49%	85.88%	85.88%	84.55%	85.88%	83.25%	88.20%	89.60%	87.92%	84.34%	87.92%	88.14%
ENSG00000168002.12	97.42%	99.42%	95.67%	98.60%	98.34%	na	97.53%	94.79%	95.22%	95.67%	95.73%	99.42%	97.65%	95.22%	98.94%	100.00%	na	98.17%	98.17%	95.18%	98.36%	95.22%	95.67%	98.40%	99.02%	98.24%	100.00%	97.65%	95.67%	95.13%	98.44%	100.00%	na	97.53%
ENSG00000168061.17	97.61%	na	97.61%	na	100.00%	na	97.61%	na	100.00%	99.16%	97.61%	97.54%	100.00%	97.61%	97.61%	97.54%	99.16%	100.00%	na	na	97.61%	97.61%	na	99.51%	na	99.51%	97.61%	99.51%	na	na	97.54%	na	na	100.00%
ENSG00000168090.10	87.88%	86.13%	87.96%	84.70%	88.92%	na	92.41%	92.41%	91.15%	85.61%	91.96%	84.05%	92.41%	89.13%	92.41%	87.91%	92.41%	87.37%	92.41%	84.16%	84.34%	na	na	92.41%	na	na	87.57%	92.41%	87.15%	90.01%	na	92.41%	85.89%	92.41%
ENSG00000168101.15	82.80%	83.33%	86.93%	86.93%	84.93%	na	84.93%	84.93%	80.59%	na	84.93%	81.74%	86.93%	86.93%	na	84.72%	88.78%	86.93%	82.02%	87.50%	86.93%	na	84.72%	86.93%	88.29%	83.20%	83.20%	86.93%	84.93%	88.29%	84.93%	na	84.93%	84.93%
ENSG00000168209.6	91.44%	95.41%	na	95.41%	na	na	95.41%	na	95.41%	95.41%	95.41%	95.41%	na	95.41%	95.41%	95.41%	91.44%	na	95.41%	91.44%	na	na	na	95.41%	91.44%	95.41%	91.44%	95.41%	na	91.93%	91.44%	95.41%	91.44%	95.41%
ENSG00000168229.4	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	na	na	100.00%	100.00%	na
ENSG00000168237.18	93.19%	86.26%	83.69%	92.65%	89.56%	na	91.50%	90.97%	92.11%	84.54%	92.53%	91.10%	94.67%	84.68%	89.70%	91.27%	na	91.55%	87.23%	91.54%	91.13%	88.26%	94.94%	na	87.49%	89.51%	89.89%	91.32%	89.34%	90.47%	89.79%	93.61%	na	93.56%
ENSG00000168454.13	98.84%	na	94.72%	na	98.90%	na	100.00%	100.00%	na	93.06%	100.00%	99.35%	na	na	100.00%	na	97.78%	94.82%	na	na	100.00%	na	100.00%	100.00%	na	na	100.00%	na	na	na	na	99.36%	95.00%	99.33%
ENSG00000168495.13	73.09%	81.70%	67.04%	67.44%	66.03%	73.42%	62.40%	73.49%	73.47%	67.45%	88.01%	67.70%	67.04%	67.48%	67.29%	77.03%	79.94%	70.68%	65.64%	67.03%	73.49%	73.49%	73.44%	76.66%	88.01%	73.49%	73.97%	73.49%	88.00%	77.05%	67.43%	73.97%	84.48%	73.97%
ENSG00000168515.3	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000168517.11	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000168564.6	na	na	92.55%	93.89%	93.89%	na	na	na	92.63%	92.67%	92.61%	93.89%	na	93.89%	93.89%	93.89%	92.67%	92.67%	93.89%	92.67%	93.89%	93.89%	93.89%	na	na	na	na	93.89%	93.89%	na	na	na	93.89%	92.67%
ENSG00000168634.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000168653.11	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000168748.14	91.57%	91.57%	91.57%	91.57%	91.57%	na	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	na	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	na	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	91.57%	na	91.57%
ENSG00000168811.8	97.68%	97.68%	97.68%	97.68%	97.68%	97.68%	97.68%	97.68%	na	na	97.68%	97.68%	97.68%	97.68%	97.68%	97.68%	na	97.68%	97.68%	97.68%	na	na	97.68%	97.68%	97.68%	na	97.68%	97.68%	na	97.68%	na	97.68%	97.68%	97.68%
ENSG00000168894.10	94.10%	96.64%	na	96.64%	96.64%	96.64%	92.17%	96.64%	96.64%	94.10%	96.64%	96.64%	96.64%	96.64%	96.64%	92.47%	96.64%	96.64%	96.64%	96.64%	na	96.64%	na	96.64%	96.64%	96.64%	96.64%	na	94.10%	na	96.64%	96.64%	94.10%	96.64%
ENSG00000168899.5	96.87%	96.72%	na	100.00%	na	na	na	na	na	na	96.87%	100.00%	96.87%	na	na	na	na	na	100.00%	96.87%	96.87%	na	100.00%	96.87%	96.87%	na	na	96.87%	100.00%	100.00%	96.87%	na	na	na
ENSG00000169136.13	na	90.57%	98.37%	100.00%	91.08%	na	98.36%	91.09%	na	98.35%	90.96%	95.81%	95.41%	98.36%	na	92.78%	99.97%	98.36%	na	95.84%	na	84.73%	100.00%	91.77%	98.37%	84.34%	99.97%	94.47%	86.55%	88.15%	84.62%	86.34%	na	91.08%
ENSG00000169188.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000169194.10	98.76%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	98.76%	98.76%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	98.76%	100.00%	100.00%	100.00%	98.76%	na	100.00%	100.00%	98.76%	100.00%	100.00%	100.00%	98.76%	100.00%	na	100.00%
ENSG00000169230.10	87.89%	90.53%	90.48%	89.45%	87.14%	na	90.42%	87.66%	89.48%	na	na	88.04%	91.67%	85.55%	na	93.05%	85.90%	na	89.67%	87.29%	87.74%	91.58%	93.94%	90.50%	89.20%	87.71%	89.59%	86.93%	90.89%	92.99%	92.85%	96.29%	na	89.15%
ENSG00000169242.12	99.46%	99.46%	99.46%	99.46%	99.46%	99.46%	99.46%	99.46%	99.46%	99.46%	97.01%	99.46%	92.52%	96.72%	99.46%	92.52%	99.46%	97.01%	97.01%	99.46%	99.46%	97.01%	97.01%	99.46%	99.46%	99.46%	99.46%	99.46%	99.46%	99.46%	92.52%	99.46%	99.46%	91.81%
ENSG00000169314.15	96.62%	99.47%	na	na	na	na	100.00%	100.00%	100.00%	99.39%	100.00%	100.00%	100.00%	100.00%	na	97.13%	na	91.50%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	99.39%	90.43%	97.12%	100.00%	100.00%	99.96%	na	na	99.25%
ENSG00000169429.12	100.00%	100.00%	100.00%	89.13%	95.11%	89.30%	na	100.00%	89.13%	100.00%	94.49%	na	90.49%	89.54%	100.00%	89.30%	100.00%	95.11%	100.00%	na	na	89.30%	100.00%	na	100.00%	100.00%	na	100.00%	94.49%	100.00%	100.00%	na	95.34%	na
ENSG00000169442.9	na	100.00%	na	na	na	na	na	100.00%	na	na	na	na	na	100.00%	na	100.00%	na	100.00%	100.00%	na	na	100.00%	na	na	100.00%	na	na	100.00%	na	na	100.00%	na	na	na
ENSG00000169605.7	97.28%	97.28%	97.28%	97.28%	100.00%	na	100.00%	97.28%	100.00%	97.28%	100.00%	100.00%	97.28%	100.00%	100.00%	97.28%	na	97.28%	97.28%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	97.28%	97.28%	100.00%	100.00%	100.00%	100.00%	97.28%	na	97.28%
ENSG00000169612.4	100.00%	100.00%	100.00%	100.00%	74.73%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000169683.8	84.44%	86.88%	90.47%	80.80%	86.64%	na	86.62%	na	na	86.15%	na	89.10%	81.84%	79.67%	na	90.45%	90.47%	90.07%	na	83.11%	86.65%	na	na	90.04%	89.03%	84.79%	na	91.66%	85.49%	87.15%	na	85.72%	87.51%	88.31%
ENSG00000169688.11	0.00%	0.00%	0.00%	0.00%	0.00%	na	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%
ENSG00000169704.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000169715.15	na	na	87.93%	100.00%	na	na	100.00%	na	na	na	100.00%	na	na	na	87.97%	100.00%	87.97%	na	87.97%	87.97%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	na	na	na	87.78%	na
ENSG00000169750.9	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000169877.10	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000169885.10	88.30%	100.00%	88.70%	87.50%	87.50%	na	98.19%	87.50%	97.23%	89.57%	99.98%	100.00%	100.00%	89.59%	91.06%	89.57%	na	91.06%	89.57%	98.46%	91.06%	100.00%	89.59%	na	99.98%	100.00%	89.59%	88.30%	87.50%	87.42%	98.72%	89.97%	na	89.57%
ENSG00000169906.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000169962.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000169964.8	na	na	na	na	na	100.00%	na	100.00%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	na	na	na	100.00%	na	na	na	100.00%	100.00%	100.00%	na
ENSG00000169972.13	na	90.72%	92.29%	90.89%	90.61%	na	95.02%	87.16%	88.96%	96.11%	94.24%	93.85%	87.59%	94.63%	93.19%	92.39%	na	93.01%	93.74%	92.58%	na	95.32%	94.55%	93.87%	na	95.02%	95.68%	86.52%	93.40%	91.85%	92.07%	95.17%	na	na
ENSG00000170162.14	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000170345.10	na	na	85.55%	86.26%	83.48%	na	82.54%	84.78%	83.37%	84.78%	83.48%	na	82.54%	82.54%	83.48%	na	82.54%	na	81.77%	na	86.05%	na	84.78%	na	81.35%	84.78%	83.71%	na	82.54%	84.78%	82.54%	na	84.78%	na
ENSG00000170370.12	na	na	na	89.61%	89.61%	na	89.61%	89.61%	na	na	na	na	na	89.61%	89.61%	89.61%	na	89.61%	na	na	89.61%	na	na	89.61%	89.61%	89.61%	89.61%	89.61%	na	89.61%	89.61%	na	na	na
ENSG00000170515.14	94.57%	na	100.00%	98.58%	94.72%	na	92.45%	95.85%	94.21%	94.60%	98.78%	100.00%	95.46%	93.07%	92.51%	na	na	100.00%	99.96%	96.23%	91.40%	93.91%	93.29%	98.59%	91.75%	97.46%	89.73%	91.49%	na	94.29%	91.76%	na	98.59%	91.61%
ENSG00000170549.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000170605.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	na	na	100.00%	na	100.00%	100.00%	na	100.00%
ENSG00000170807.12	91.69%	91.68%	91.68%	91.65%	91.69%	91.68%	91.69%	na	na	91.69%	91.69%	na	91.69%	na	91.68%	na	na	na	91.69%	91.68%	91.69%	91.66%	91.68%	na	na	na	91.69%	91.68%	91.69%	91.66%	91.69%	91.65%	91.69%	na
ENSG00000170892.13	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	99.46%	100.00%	100.00%	100.00%	99.38%	99.66%	100.00%	100.00%	100.00%	100.00%	99.69%	100.00%	100.00%	99.62%	97.34%	100.00%	100.00%	99.51%	100.00%	100.00%	100.00%	100.00%	100.00%	99.85%	100.00%
ENSG00000170893.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000170989.10	na	na	na	100.00%	na	na	na	na	na	na	na	100.00%	100.00%	na	100.00%	na	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	100.00%	na	na
ENSG00000171053.10	81.73%	80.08%	85.36%	83.31%	77.33%	na	77.83%	80.56%	77.33%	na	85.36%	na	83.44%	81.75%	65.26%	na	na	81.73%	na	na	na	81.75%	83.21%	83.41%	83.44%	77.33%	71.93%	na	85.39%	na	74.48%	na	83.47%	na
ENSG00000171136.7	na	na	na	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	na	na	100.00%	na	na	na	na	100.00%	100.00%	100.00%
ENSG00000171159.5	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	na	100.00%	na	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%
ENSG00000171202.7	96.56%	na	96.56%	na	98.84%	98.84%	98.84%	98.84%	98.84%	97.36%	96.56%	97.55%	na	98.84%	98.84%	98.84%	na	98.84%	97.36%	98.84%	na	96.56%	98.96%	98.84%	98.84%	97.36%	98.84%	na	na	98.84%	98.84%	na	97.36%	na
ENSG00000171224.9	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000171564.12	99.26%	100.00%	99.58%	99.58%	98.16%	na	92.82%	93.28%	100.00%	95.74%	92.40%	91.81%	93.28%	98.15%	100.00%	92.89%	92.42%	99.24%	99.26%	99.58%	87.55%	98.04%	98.96%	87.16%	99.34%	97.88%	92.85%	98.36%	92.88%	98.04%	98.43%	92.92%	99.57%	98.36%
ENSG00000171611.10	98.58%	98.58%	98.58%	98.58%	98.58%	na	98.58%	97.59%	98.58%	97.59%	98.58%	98.58%	98.58%	98.58%	98.58%	98.58%	97.59%	98.58%	98.58%	98.58%	98.58%	98.58%	98.58%	98.58%	98.58%	98.58%	97.59%	98.58%	98.58%	97.59%	98.58%	98.58%	98.58%	98.58%
ENSG00000171657.6	100.00%	na	99.98%	na	99.95%	na	na	na	na	na	100.00%	99.97%	na	na	na	99.97%	na	na	100.00%	99.92%	na	na	99.97%	99.98%	na	99.98%	99.99%	100.00%	99.99%	na	na	na	99.98%	na
ENSG00000171659.16	99.39%	100.00%	99.39%	99.39%	99.39%	na	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	99.39%	97.98%	99.39%	99.39%	99.39%	99.39%
ENSG00000171819.5	64.70%	65.11%	64.66%	65.11%	65.11%	64.70%	65.11%	65.11%	65.11%	65.11%	65.11%	65.11%	76.74%	65.11%	65.11%	65.11%	65.11%	65.11%	65.11%	76.71%	76.38%	76.72%	65.11%	76.71%	65.11%	65.11%	65.11%	65.11%	65.11%	65.11%	65.11%	65.11%	65.11%	65.11%
ENSG00000171858.18	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	na	100.00%	na	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000172073.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000172156.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000172201.12	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000172209.6	100.00%	98.84%	100.00%	na	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	na	100.00%	na	98.85%	na	100.00%	100.00%	na	98.83%	100.00%	100.00%	na	100.00%	100.00%	100.00%	98.83%	na
ENSG00000172232.10	98.05%	98.05%	98.05%	98.05%	97.50%	na	98.05%	98.05%	97.43%	98.05%	100.00%	98.05%	98.05%	98.05%	98.05%	98.03%	100.00%	98.05%	97.50%	98.05%	98.05%	98.05%	98.05%	98.05%	98.05%	98.05%	98.05%	98.05%	97.50%	97.98%	100.00%	100.00%	98.05%	98.05%
ENSG00000172425.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000172465.14	99.50%	99.50%	99.50%	98.73%	98.75%	na	99.50%	99.50%	98.00%	98.72%	98.73%	na	na	99.50%	98.75%	98.75%	99.50%	99.50%	98.00%	98.00%	98.75%	98.00%	99.50%	98.50%	97.49%	97.63%	na	99.50%	97.63%	97.60%	98.75%	99.50%	99.50%	98.73%
ENSG00000172543.9	99.75%	na	99.75%	99.75%	99.75%	na	na	99.51%	na	99.42%	99.75%	na	99.78%	99.75%	99.75%	99.75%	na	99.75%	99.72%	99.75%	99.75%	99.75%	99.75%	na	99.75%	99.77%	99.75%	99.40%	na	99.75%	99.75%	99.75%	na	99.75%
ENSG00000172586.8	100.00%	100.00%	na	na	100.00%	na	100.00%	na	na	na	na	na	100.00%	100.00%	na	na	na	na	100.00%	na	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	na	na	na	100.00%
ENSG00000172742.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000172809.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000173207.13	na	95.86%	96.08%	96.29%	96.08%	91.78%	na	na	na	96.09%	96.02%	91.12%	na	91.96%	na	96.29%	88.68%	na	93.16%	92.94%	91.93%	93.30%	96.04%	na	92.51%	91.69%	na	92.04%	92.80%	na	93.00%	96.02%	na	91.83%
ENSG00000173253.16	99.96%	99.95%	99.94%	99.87%	99.95%	na	99.95%	99.96%	99.96%	99.96%	99.94%	99.94%	99.92%	99.96%	99.95%	99.95%	99.86%	99.85%	97.07%	99.95%	99.97%	99.93%	99.94%	99.94%	99.92%	99.96%	99.95%	99.95%	99.96%	99.85%	99.94%	99.91%	99.97%	99.96%
ENSG00000173267.14	100.00%	100.00%	99.63%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	99.32%	99.35%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	99.44%	100.00%	100.00%	100.00%
ENSG00000173334.4	na	na	na	na	94.96%	na	na	86.00%	na	91.62%	91.61%	85.99%	91.61%	79.17%	na	77.95%	91.36%	na	na	79.54%	na	91.62%	91.48%	na	86.00%	88.96%	na	na	na	na	91.62%	91.60%	na	na
ENSG00000173465.8	97.04%	96.92%	96.07%	99.26%	97.04%	na	94.49%	na	99.26%	99.26%	99.26%	99.26%	na	98.20%	na	99.25%	99.26%	na	99.26%	na	99.26%	98.43%	na	99.26%	99.26%	99.26%	97.04%	99.26%	97.36%	na	99.26%	99.26%	99.26%	99.26%
ENSG00000173486.14	99.98%	96.82%	99.73%	97.45%	97.49%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	99.02%	100.00%	100.00%	100.00%	98.86%	100.00%	100.00%	100.00%	98.95%	100.00%	100.00%	99.98%	98.93%	99.98%	99.84%	100.00%	100.00%	100.00%	98.91%	100.00%	97.49%	100.00%	100.00%
ENSG00000173511.10	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na
ENSG00000173621.9	100.00%	na	na	na	na	na	na	na	100.00%	na	na	100.00%	na	na	100.00%	100.00%	100.00%	na	na	na	100.00%	na	na	100.00%	na	100.00%	na	na	na	na	100.00%	na	na	na
ENSG00000173653.8	76.66%	74.96%	78.51%	79.52%	81.17%	na	na	79.76%	81.16%	81.18%	81.19%	78.09%	81.19%	85.56%	81.19%	78.51%	81.19%	77.67%	80.38%	81.19%	81.19%	na	80.46%	75.24%	77.46%	80.18%	81.19%	83.27%	79.01%	78.51%	78.51%	84.87%	81.19%	79.01%
ENSG00000173673.9	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000173812.11	95.90%	96.39%	na	89.89%	91.13%	na	95.43%	94.90%	na	na	87.45%	95.43%	95.68%	96.41%	95.90%	94.53%	na	95.90%	95.43%	95.90%	93.37%	na	na	92.33%	96.31%	95.90%	96.12%	93.07%	95.67%	93.71%	96.41%	95.90%	na	na
ENSG00000173846.13	85.80%	91.31%	91.41%	na	93.85%	87.38%	na	93.85%	93.85%	na	85.76%	93.85%	94.34%	93.85%	83.80%	92.16%	na	83.44%	87.19%	93.85%	87.73%	94.34%	93.85%	na	93.85%	87.75%	93.85%	85.80%	93.85%	85.80%	na	na	94.71%	94.34%
