Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_900
ENSG00000159761.15	na	na	99.11%	98.96%	99.20%	na	98.98%	98.81%	98.98%	na	na	99.11%	na	99.09%	na	na	99.21%	na	98.98%	98.81%	98.88%	na	98.81%	na	na	99.21%	na	98.98%	na	na	na	99.21%	na	na
ENSG00000159763.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000159840.16	na	100.00%	na	97.82%	98.54%	na	98.40%	97.30%	98.13%	97.52%	98.02%	97.21%	98.92%	98.35%	99.58%	96.98%	97.12%	98.81%	97.88%	97.31%	97.70%	98.67%	97.30%	98.03%	na	99.87%	97.97%	99.37%	98.61%	97.15%	na	98.36%	na	na
ENSG00000159884.12	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	97.16%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.21%	96.75%	96.21%	96.21%	96.75%	96.75%	96.21%	96.21%
ENSG00000159885.14	100.00%	100.00%	96.07%	95.61%	100.00%	na	99.36%	100.00%	97.79%	100.00%	100.00%	100.00%	100.00%	98.86%	100.00%	100.00%	na	98.24%	100.00%	93.84%	100.00%	99.40%	100.00%	na	100.00%	100.00%	100.00%	100.00%	99.36%	95.22%	100.00%	98.13%	na	95.20%
ENSG00000160050.16	99.69%	99.69%	94.89%	99.69%	99.21%	99.69%	99.69%	na	97.51%	99.72%	99.48%	na	na	99.69%	na	na	99.69%	99.69%	97.47%	99.58%	99.69%	97.31%	na	99.69%	na	99.48%	97.03%	99.49%	94.75%	99.58%	99.72%	na	99.69%	99.69%
ENSG00000160051.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000160161.9	99.17%	99.18%	99.18%	99.18%	99.17%	na	100.00%	99.17%	99.19%	100.00%	99.18%	99.17%	99.17%	99.17%	99.17%	100.00%	99.18%	99.18%	99.17%	99.17%	99.17%	99.17%	99.19%	99.17%	99.17%	99.17%	99.17%	99.17%	99.17%	99.17%	99.17%	99.17%	99.17%	100.00%
ENSG00000160339.16	100.00%	100.00%	95.23%	100.00%	100.00%	na	93.71%	100.00%	98.97%	100.00%	100.00%	93.71%	100.00%	100.00%	92.64%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	93.71%	100.00%	100.00%	100.00%	100.00%	99.83%	93.78%	100.00%	100.00%	100.00%	100.00%	100.00%	93.84%
ENSG00000160401.15	92.57%	na	97.91%	na	89.32%	na	92.80%	91.19%	90.42%	na	na	na	89.80%	92.36%	95.62%	na	90.17%	na	na	na	92.27%	na	98.50%	92.06%	88.53%	na	90.71%	94.94%	82.05%	93.13%	na	90.22%	na	na
ENSG00000160472.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000160678.12	100.00%	100.00%	94.28%	na	na	na	100.00%	94.11%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	93.16%	100.00%	98.45%	100.00%	100.00%	94.15%	100.00%	na	100.00%	na	94.32%	100.00%	100.00%	100.00%
ENSG00000160886.13	na	na	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	na	100.00%	na	97.02%	na	100.00%	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000160959.8	na	na	93.25%	93.94%	na	na	na	na	92.76%	na	95.91%	na	92.21%	96.00%	94.96%	94.17%	96.53%	94.70%	93.92%	na	96.46%	95.24%	96.42%	91.74%	95.46%	94.86%	93.34%	95.51%	95.40%	93.74%	92.55%	93.79%	92.54%	94.86%
ENSG00000161036.13	na	97.37%	98.14%	95.33%	99.42%	na	99.01%	96.40%	96.65%	97.52%	95.38%	93.47%	96.00%	96.05%	96.46%	96.28%	94.66%	96.71%	97.91%	94.97%	98.07%	97.82%	na	96.00%	99.30%	98.54%	na	93.47%	95.89%	90.73%	na	96.28%	93.33%	99.05%
ENSG00000161180.11	96.19%	95.94%	96.19%	96.19%	95.82%	96.94%	97.82%	95.81%	97.42%	97.42%	95.81%	97.82%	97.42%	97.41%	96.94%	96.98%	96.15%	97.82%	96.19%	96.19%	97.49%	95.81%	96.17%	95.80%	97.42%	95.81%	96.19%	97.42%	95.82%	97.42%	96.19%	97.42%	97.42%	97.41%
ENSG00000161653.11	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000161664.7	98.88%	98.08%	98.14%	98.68%	98.10%	na	100.00%	98.68%	98.71%	98.10%	98.11%	98.70%	98.68%	98.68%	98.88%	99.12%	98.88%	98.05%	98.12%	98.88%	98.10%	98.88%	98.96%	98.15%	98.91%	98.88%	98.88%	98.88%	98.88%	98.68%	98.88%	98.88%	98.68%	100.00%
ENSG00000161798.7	100.00%	100.00%	na	na	100.00%	na	na	100.00%	na	na	na	100.00%	100.00%	na	na	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	na	100.00%	na	100.00%	100.00%	na	na	100.00%	100.00%
ENSG00000161835.11	na	99.53%	na	na	na	99.63%	99.53%	99.63%	99.59%	99.59%	na	99.67%	na	99.53%	99.67%	na	na	99.53%	99.59%	96.12%	99.59%	99.53%	na	99.53%	99.63%	na	99.59%	94.91%	99.53%	99.59%	99.53%	na	96.80%	99.59%
ENSG00000161920.11	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	na	100.00%	na	100.00%	na	na	na	na	100.00%	na	na	na	na	na	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	100.00%
ENSG00000161939.19	91.86%	91.94%	92.25%	93.29%	92.24%	na	93.09%	92.25%	91.97%	93.30%	91.18%	92.21%	93.09%	92.34%	91.94%	91.94%	91.94%	92.24%	92.77%	92.83%	91.94%	91.94%	91.94%	91.94%	87.43%	91.94%	92.24%	92.77%	91.94%	91.94%	91.56%	92.84%	92.53%	92.49%
ENSG00000161940.11	97.62%	96.77%	na	na	88.64%	na	97.09%	99.09%	99.82%	na	94.37%	99.23%	95.01%	90.01%	97.62%	99.82%	na	99.23%	na	97.62%	96.94%	96.35%	96.46%	96.45%	96.45%	95.83%	na	na	99.82%	93.69%	na	96.94%	96.94%	93.11%
ENSG00000161955.17	97.22%	98.05%	97.90%	97.47%	97.42%	97.76%	97.67%	97.76%	97.90%	98.09%	97.76%	97.19%	97.41%	97.49%	97.41%	96.93%	97.31%	96.86%	96.71%	97.82%	97.76%	97.08%	97.59%	97.20%	97.50%	97.14%	97.18%	97.05%	96.89%	98.09%	98.02%	97.61%	97.68%	98.08%
ENSG00000161958.11	89.40%	100.00%	100.00%	93.70%	100.00%	96.53%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	97.01%	100.00%	100.00%	93.88%	89.39%	100.00%	100.00%	91.30%	100.00%	100.00%	100.00%	96.61%	93.88%	94.17%	97.01%	100.00%	96.20%	100.00%	90.77%	96.76%
ENSG00000161981.11	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	97.62%	100.00%	100.00%	100.00%	97.62%	100.00%	100.00%	100.00%	100.00%	100.00%	97.50%	100.00%	100.00%	100.00%	100.00%	99.88%	97.43%	100.00%	100.00%	97.62%	100.00%	97.50%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000161992.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000162068.2	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000162073.14	99.41%	99.41%	99.41%	99.41%	na	99.41%	99.41%	99.41%	na	na	99.41%	na	na	99.41%	99.41%	na	99.41%	99.41%	na	99.41%	99.41%	na	na	99.41%	99.41%	99.41%	na	na	99.41%	na	99.41%	na	99.41%	99.41%
ENSG00000162078.12	na	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	97.03%	100.00%	96.96%	100.00%	96.97%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	96.94%	100.00%	100.00%	96.95%	100.00%	100.00%	96.98%	na	100.00%	96.96%	100.00%
ENSG00000162148.11	100.00%	97.91%	98.47%	98.72%	97.20%	98.54%	98.72%	98.72%	100.00%	100.00%	100.00%	98.54%	99.97%	100.00%	100.00%	97.26%	100.00%	100.00%	98.54%	98.72%	98.66%	100.00%	97.92%	96.90%	98.46%	100.00%	98.72%	98.72%	100.00%	98.46%	100.00%	100.00%	100.00%	98.54%
ENSG00000162188.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000162460.7	97.45%	97.44%	97.45%	97.45%	97.45%	na	97.45%	97.45%	97.44%	97.45%	97.45%	97.45%	97.45%	97.45%	97.45%	97.45%	97.45%	97.43%	97.45%	97.45%	97.45%	97.45%	97.45%	97.45%	97.44%	97.45%	97.45%	97.45%	97.45%	97.45%	100.00%	97.45%	97.45%	97.45%
ENSG00000162461.8	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%
ENSG00000162650.17	92.82%	93.04%	91.71%	94.14%	92.35%	na	91.56%	91.52%	92.98%	92.04%	93.10%	91.64%	92.51%	92.67%	91.05%	92.93%	na	90.46%	91.87%	92.83%	92.20%	92.94%	92.20%	na	92.90%	93.56%	92.20%	92.92%	88.97%	92.98%	92.98%	92.75%	na	92.92%
ENSG00000162728.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000162734.13	99.92%	99.90%	99.90%	99.90%	99.90%	na	99.90%	99.90%	99.90%	99.90%	99.92%	99.90%	99.90%	99.90%	99.90%	99.92%	99.90%	99.92%	99.90%	99.90%	99.90%	99.90%	99.87%	99.90%	99.92%	99.90%	99.92%	99.90%	99.90%	99.90%	99.90%	99.90%	99.90%	99.90%
ENSG00000162746.15	99.04%	98.73%	99.15%	99.15%	99.04%	na	99.04%	98.91%	98.73%	99.04%	99.15%	na	99.04%	98.73%	99.15%	98.91%	98.47%	99.15%	98.91%	99.04%	98.91%	98.91%	98.91%	na	99.15%	99.04%	98.87%	99.15%	98.91%	na	99.04%	99.04%	98.91%	99.04%
ENSG00000162755.14	99.16%	99.46%	99.46%	na	na	na	99.07%	na	99.08%	99.52%	99.09%	99.24%	99.16%	99.52%	99.46%	99.52%	99.08%	99.57%	na	99.07%	99.09%	na	99.07%	99.16%	na	99.16%	99.46%	na	99.09%	98.95%	na	99.09%	99.07%	na
ENSG00000162775.17	na	99.98%	99.98%	na	99.98%	na	99.98%	na	99.98%	99.98%	na	99.98%	99.98%	na	99.98%	na	na	na	na	99.98%	na	99.98%	99.98%	99.98%	99.98%	na	99.98%	99.98%	99.98%	na	na	na	na	99.98%
ENSG00000162891.11	99.60%	99.60%	99.70%	99.60%	99.70%	na	99.70%	99.70%	99.70%	99.60%	99.60%	99.60%	99.70%	99.60%	99.60%	99.70%	99.70%	99.70%	99.70%	99.60%	99.70%	99.70%	99.60%	99.60%	99.70%	99.70%	99.70%	99.70%	99.70%	99.60%	99.60%	99.70%	99.70%	99.60%
ENSG00000162892.16	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.95%	99.94%	99.95%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.95%	99.94%	99.94%	99.94%	99.94%
ENSG00000163209.15	na	100.00%	na	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	na	na	na	na	na	100.00%	na	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	na	na	na	100.00%
ENSG00000163220.11	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000163295.5	100.00%	100.00%	98.69%	100.00%	98.61%	na	98.78%	100.00%	99.37%	98.53%	99.45%	98.54%	100.00%	100.00%	98.90%	100.00%	na	99.45%	100.00%	99.37%	100.00%	98.76%	98.33%	99.52%	98.90%	99.37%	100.00%	98.74%	98.48%	98.81%	99.11%	98.77%	na	97.73%
ENSG00000163435.16	99.28%	100.00%	na	100.00%	100.00%	na	98.20%	na	100.00%	93.88%	98.24%	na	98.10%	100.00%	na	100.00%	na	100.00%	100.00%	96.74%	na	100.00%	95.67%	na	95.29%	na	95.40%	98.02%	na	na	98.20%	97.53%	na	100.00%
ENSG00000163467.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000163661.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000163739.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000163792.6	100.00%	na	na	100.00%	na	100.00%	na	na	na	100.00%	100.00%	100.00%	na	na	na	na	na	100.00%	na	na	100.00%	100.00%	na	100.00%	na	na	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%
ENSG00000163793.13	99.91%	99.94%	100.00%	99.92%	100.00%	99.92%	100.00%	99.91%	99.91%	99.91%	99.93%	100.00%	99.91%	99.91%	99.85%	99.91%	99.94%	99.93%	99.93%	99.81%	99.92%	100.00%	99.92%	99.78%	99.93%	100.00%	99.92%	99.92%	99.91%	99.92%	100.00%	99.92%	100.00%	99.68%
ENSG00000163825.5	100.00%	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	na	na	na	na	100.00%	na	100.00%	na	100.00%	100.00%	na	na	100.00%	100.00%	na	na	na	na	na	na	100.00%	100.00%	100.00%	na	na
ENSG00000163874.11	na	96.84%	na	na	96.83%	na	na	na	na	96.85%	na	na	97.07%	95.13%	na	97.22%	na	na	na	na	97.07%	na	na	na	na	na	na	na	95.13%	na	96.85%	95.14%	na	na
ENSG00000163879.11	98.67%	98.67%	98.67%	98.67%	na	na	na	98.67%	98.67%	100.00%	98.67%	100.00%	98.67%	98.67%	100.00%	98.67%	98.67%	98.67%	na	98.67%	98.67%	na	na	98.67%	98.67%	na	na	100.00%	98.67%	98.67%	95.38%	na	98.67%	na
ENSG00000163914.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000164011.18	99.34%	99.26%	99.34%	na	na	99.34%	99.34%	99.34%	na	99.26%	99.34%	99.26%	na	99.34%	99.26%	99.34%	99.26%	99.34%	na	99.34%	99.34%	na	99.34%	99.26%	na	99.34%	99.26%	na	na	99.17%	99.34%	99.34%	99.26%	99.34%
ENSG00000164047.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000164056.11	97.20%	97.21%	97.20%	97.26%	97.20%	97.20%	na	na	97.20%	na	97.20%	na	na	na	na	97.21%	na	na	na	97.20%	na	97.25%	na	na	na	97.21%	na	97.20%	97.20%	na	97.20%	na	97.20%	na
ENSG00000164088.18	96.24%	96.59%	96.55%	96.27%	94.29%	94.46%	95.15%	94.72%	95.03%	95.37%	93.51%	94.39%	na	95.84%	95.36%	92.64%	95.06%	95.26%	94.23%	94.80%	93.86%	96.50%	94.44%	94.22%	92.95%	96.25%	94.74%	96.59%	95.41%	na	93.98%	94.23%	na	94.38%
ENSG00000164105.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000164129.12	na	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%
ENSG00000164294.14	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	100.00%	na	na	100.00%	100.00%	na	na	na	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	100.00%	na
ENSG00000164326.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	na	na	na	na	100.00%	na	100.00%	na	na	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	100.00%	na
ENSG00000164334.16	99.64%	99.02%	99.64%	99.64%	99.64%	na	98.97%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	99.64%	98.99%	99.64%
ENSG00000164399.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000164400.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000164405.11	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	na	na	100.00%	100.00%	na	na	na	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	na	100.00%	na	na	na	na	100.00%	na	na
ENSG00000164406.8	99.85%	99.85%	99.85%	na	na	na	na	99.85%	na	99.85%	na	na	na	99.85%	99.85%	99.85%	na	99.85%	na	99.85%	99.85%	99.85%	na	99.85%	na	99.85%	99.85%	na	99.85%	99.85%	na	99.85%	na	99.85%
ENSG00000164434.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000164438.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000164611.13	99.70%	99.65%	99.65%	96.32%	99.73%	95.86%	99.70%	97.05%	93.89%	99.70%	99.73%	98.44%	98.45%	99.70%	91.34%	95.99%	95.91%	90.29%	90.38%	99.70%	95.86%	99.70%	99.65%	85.17%	99.65%	92.84%	99.70%	99.70%	95.85%	99.70%	99.65%	99.70%	99.70%	99.65%
ENSG00000164620.9	99.33%	99.19%	99.64%	99.64%	99.64%	na	99.06%	99.64%	99.64%	99.33%	99.64%	99.64%	99.64%	99.64%	99.64%	99.04%	99.35%	99.54%	99.64%	99.06%	99.64%	99.35%	99.64%	99.36%	99.64%	99.40%	99.31%	99.64%	99.32%	99.30%	99.33%	99.06%	99.31%	99.64%
ENSG00000164687.11	89.74%	93.70%	94.34%	na	92.30%	na	na	na	na	93.66%	na	94.36%	na	na	na	na	89.75%	94.37%	na	100.00%	94.36%	na	na	na	100.00%	94.36%	na	94.36%	na	na	na	na	89.76%	na
ENSG00000164853.9	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000164898.13	na	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	100.00%	na	na	na	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	na	100.00%	na	na	na	na	na	100.00%
ENSG00000164920.10	na	99.06%	96.27%	na	na	na	na	na	96.83%	99.81%	na	na	99.10%	99.25%	95.80%	na	96.88%	99.83%	99.33%	93.53%	99.79%	99.11%	97.15%	na	99.10%	na	98.35%	99.81%	97.03%	na	na	99.79%	97.29%	na
ENSG00000165131.8	na	100.00%	na	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	na	100.00%	na	na	100.00%	na	100.00%	na	na	na	na	100.00%	na	na	na	na	100.00%	100.00%	na	100.00%	100.00%	na	100.00%
ENSG00000165175.17	100.00%	100.00%	100.00%	100.00%	na	na	na	100.00%	na	na	100.00%	na	100.00%	na	100.00%	na	100.00%	na	100.00%	100.00%	na	na	na	100.00%	na	na	na	100.00%	na	na	na	na	100.00%	100.00%
ENSG00000165457.15	98.41%	100.00%	100.00%	98.77%	98.41%	na	98.41%	100.00%	98.40%	100.00%	97.68%	100.00%	100.00%	98.40%	98.41%	98.40%	100.00%	99.51%	98.40%	100.00%	98.67%	98.41%	98.40%	100.00%	98.40%	100.00%	100.00%	99.90%	100.00%	100.00%	98.41%	100.00%	99.51%	99.64%
ENSG00000165762.3	na	na	na	na	100.00%	na	100.00%	na	na	na	na	100.00%	na	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	na	100.00%	na	100.00%	na	100.00%	100.00%	na	na
ENSG00000165794.10	100.00%	na	100.00%	na	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	na	na	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	na	na	100.00%	na	100.00%
ENSG00000165799.5	na	100.00%	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	100.00%	na	na	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	na	100.00%
ENSG00000165828.15	99.57%	99.57%	99.57%	99.57%	99.57%	na	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%	99.57%
ENSG00000165898.14	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000165905.18	98.50%	98.48%	98.73%	na	99.10%	na	97.38%	98.73%	97.62%	98.80%	98.62%	97.33%	97.62%	97.81%	98.36%	98.31%	98.56%	98.73%	98.73%	97.67%	98.61%	98.48%	na	na	98.48%	98.46%	98.48%	na	na	98.48%	98.48%	na	na	98.73%
ENSG00000166090.8	na	na	na	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	100.00%	na	100.00%	100.00%	na	100.00%	na
